name,collection_or_case,rarity,float_category
★ Hand Wraps | Spruce DDPAT,Unknown,Extraordinary,0.06 - 0.8
SSG 08 | Dezastre,The Kilowatt Collection,Mil-Spec Grade,0 - 1
SSG 08 | Rapid Transit,The Gallery Collection,Restricted,0 - 0.75
Zeus x27 | Dragon Snore,The Overpass 2024 Collection,Classified,0 - 0.8
Zeus x27 | Swamp DDPAT,The Boreal Collection,Consumer Grade,0 - 0.6
Zeus x27 | Electric Blue,The Ascent Collection,Industrial Grade,0 - 0.75
Zeus x27 | Charged Up,The Train 2025 Collection,Restricted,0 - 1
Zeus x27 | Olympus,The Kilowatt Collection,Classified,0 - 0.67
Zeus x27 | Tosai,The Fever Collection,Restricted,0 - 0.7
Tec-9 | Red Quartz,The Train Collection,Restricted,0 - 0.4
Tec-9 | Titanium Bit,The Arms Deal 3 Collection,Restricted,0 - 0.2
Tec-9 | Ossified,The Aztec Collection,Mil-Spec Grade,0 - 0.08
Tec-9 | Re-Entry,The Chroma 3 Collection,Restricted,0 - 0.43
Tec-9 | Ice Cap,The Gamma Collection,Mil-Spec Grade,0 - 0.5
Tec-9 | Blue Titanium,The Arms Deal 2 Collection,Mil-Spec Grade,0 - 0.04
Tec-9 | Brass,The Inferno Collection,Mil-Spec Grade,0 - 1
Tec-9 | Cut Out,The Operation Hydra Collection,Mil-Spec Grade,0 - 1
Tec-9 | Isaac,The Huntsman Collection,Mil-Spec Grade,0 - 1
Tec-9 | Avalanche,The Revolver Case Collection,Restricted,0 - 1
Tec-9 | Bamboozle,The Prisma Collection,Restricted,0 - 0.8
Tec-9 | Cracked Opal,The Spectrum 2 Collection,Mil-Spec Grade,0 - 1
Tec-9 | Flash Out,The CS20 Collection,Mil-Spec Grade,0 - 0.7
Tec-9 | Rebel,The Revolution Collection,Mil-Spec Grade,0 - 1
Tec-9 | Mummy's Rot,The Anubis Collection,Mil-Spec Grade,0 - 1
Tec-9 | Sandstorm,The Phoenix Collection,Mil-Spec Grade,0.1 - 0.7
Tec-9 | Snek-9,The Horizon Collection,Mil-Spec Grade,0 - 1
Tec-9 | Decimator,The Shattered Web Collection,Classified,0 - 0.75
Tec-9 | Remote Control,The 2018 Nuke Collection,Classified,0 - 1
Tec-9 | Fubar,The Danger Zone Collection,Mil-Spec Grade,0.14 - 1
Tec-9 | Brother,The Fracture Collection,Restricted,0 - 1
Tec-9 | Jambiya,The Wildfire Collection,Mil-Spec Grade,0 - 1
Tec-9 | Fuel Injector,The Gamma 2 Collection,Classified,0 - 1
Tec-9 | Blast From the Past,The Ancient Collection,Mil-Spec Grade,0 - 0.65
Tec-9 | Bamboo Forest,The Rising Sun Collection,Consumer Grade,0 - 0.6
Tec-9 | Urban DDPAT,The Bank Collection,Consumer Grade,0.06 - 0.8
Tec-9 | Terrace,The Rising Sun Collection,Mil-Spec Grade,0 - 1
Tec-9 | Hades,The Gods and Monsters Collection,Industrial Grade,0 - 1
Tec-9 | Safety Net,The 2021 Train Collection,Mil-Spec Grade,0 - 0.6
Tec-9 | Orange Murano,The Canals Collection,Industrial Grade,0 - 1
Tec-9 | Toxic,The Cache Collection,Mil-Spec Grade,0 - 0.7
Tec-9 | Phoenix Chalk,The Havoc Collection,Consumer Grade,0 - 0.8
Tec-9 | VariCamo,The Dust 2 Collection,Industrial Grade,0 - 0.6
Tec-9 | Raw Ceramic,The Boreal Collection,Consumer Grade,0 - 0.75
Tec-9 | Groundwater,The Italy Collection,Consumer Grade,0.06 - 0.8
Tec-9 | Blue Blast,The Ascent Collection,Consumer Grade,0 - 0.8
Tec-9 | Tornado,The Alpha Collection,Consumer Grade,0.06 - 0.8
Tec-9 | Whiteout,The Train 2025 Collection,Restricted,0.06 - 1
Tec-9 | Tiger Stencil,The Sport & Field Collection,Industrial Grade,0 - 0.6
Tec-9 | Garter-9,The Boreal Collection,Industrial Grade,0 - 0.7
Tec-9 | Citric Acid,The Radiant Collection,Industrial Grade,0 - 0.6
Tec-9 | Rust Leaf,The St. Marc Collection,Industrial Grade,0 - 0.5
Tec-9 | Army Mesh,The Safehouse Collection,Consumer Grade,0 - 0.6
Tec-9 | Nuclear Threat,The Nuke Collection,Restricted,0.06 - 0.8
Tec-9 | Slag,The Kilowatt Collection,Mil-Spec Grade,0 - 0.9
UMP-45 | Mechanism,The 2021 Vertigo Collection,Industrial Grade,0 - 0.49
UMP-45 | Fade,The 2021 Dust 2 Collection,Classified,0 - 0.08
UMP-45 | Blaze,The Mirage Collection,Mil-Spec Grade,0 - 0.08
UMP-45 | Moonrise,The Prisma Collection,Restricted,0 - 0.4
UMP-45 | Carbon Fiber,The Bank Collection,Industrial Grade,0 - 0.12
UMP-45 | Oscillator,The Snakebite Collection,Mil-Spec Grade,0 - 0.5
UMP-45 | Grand Prix,The Chroma 2 Collection,Restricted,0.25 - 0.35
UMP-45 | Metal Flowers,The Operation Hydra Collection,Mil-Spec Grade,0 - 0.7
UMP-45 | Minotaur's Labyrinth,The Gods and Monsters Collection,Mil-Spec Grade,0 - 0.39
UMP-45 | Briefing,The Gamma 2 Collection,Mil-Spec Grade,0 - 1
UMP-45 | Primal Saber,The Chroma 3 Collection,Classified,0 - 0.77
UMP-45 | Riot,The Falchion Collection,Mil-Spec Grade,0 - 0.7
UMP-45 | Arctic Wolf,The Clutch Collection,Restricted,0 - 0.8
UMP-45 | Exposure,The Spectrum 2 Collection,Restricted,0 - 0.55
UMP-45 | Momentum,The Danger Zone Collection,Classified,0 - 0.5
UMP-45 | Plastique,The CS20 Collection,Restricted,0 - 0.8
UMP-45 | Wild Child,The Revolution Collection,Classified,0 - 1
UMP-45 | Corporal,The Phoenix Collection,Mil-Spec Grade,0.05 - 0.75
UMP-45 | Crime Scene,The Control Collection,Restricted,0 - 0.75
UMP-45 | Scaffold,The Spectrum Collection,Restricted,0 - 1
UMP-45 | Gold Bismuth,The Operation Broken Fang Collection,Restricted,0 - 0.7
UMP-45 | Roadblock,The Recoil Collection,Mil-Spec Grade,0 - 1
UMP-45 | Crimson Foil,The Sport & Field Collection,Restricted,0 - 0.68
UMP-45 | Day Lily,The St. Marc Collection,Mil-Spec Grade,0 - 0.55
UMP-45 | Facility Dark,The 2018 Nuke Collection,Consumer Grade,0 - 0.5
UMP-45 | Urban DDPAT,The Train Collection,Consumer Grade,0.06 - 0.8
UMP-45 | Gunsmoke,The Italy Collection,Industrial Grade,0.06 - 0.8
UMP-45 | Houndstooth,The Havoc Collection,Industrial Grade,0 - 0.6
UMP-45 | Labyrinth,The Breakout Collection,Mil-Spec Grade,0 - 0.4
UMP-45 | Mudder,The 2018 Inferno Collection,Consumer Grade,0.06 - 0.8
UMP-45 | Full Stop,The 2021 Train Collection,Mil-Spec Grade,0 - 0.6
UMP-45 | Caramel,The Assault Collection,Consumer Grade,0.06 - 0.8
UMP-45 | Indigo,The Cobblestone Collection,Consumer Grade,0.06 - 0.8
UMP-45 | Green Swirl,The Boreal Collection,Consumer Grade,0 - 0.7
UMP-45 | Scorched,The Overpass Collection,Consumer Grade,0.06 - 0.8
UMP-45 | Fallout Warning,The Nuke Collection,Industrial Grade,0.06 - 0.8
UMP-45 | Bone Pile,The Bravo Collection,Mil-Spec Grade,0.06 - 0.34
UMP-45 | Delusion,The Vanguard Collection,Mil-Spec Grade,0.06 - 0.35
UMP-45 | Motorized,The Kilowatt Collection,Mil-Spec Grade,0 - 0.801418
UMP-45 | Neo-Noir,The Gallery Collection,Classified,0 - 1
UMP-45 | K.O. Factory,The Fever Collection,Classified,0 - 1
UMP-45 | Late Night Transit,The Train 2025 Collection,Mil-Spec Grade,0 - 1
USP-S | Purple DDPAT,The 2021 Mirage Collection,Mil-Spec Grade,0 - 0.55
USP-S | Serum,The Arms Deal 2 Collection,Classified,0 - 0.25
USP-S | Target Acquired,The Control Collection,Classified,0 - 0.5
USP-S | Orange Anolis,The 2021 Dust 2 Collection,Restricted,0 - 0.37
USP-S | Dark Water,The Arms Deal Collection,Restricted,0.1 - 0.26
USP-S | Stainless,The Arms Deal 3 Collection,Mil-Spec Grade,0 - 0.8
USP-S | Caiman,The Huntsman Collection,Classified,0 - 0.4
USP-S | Business Class,The Baggage Collection,Mil-Spec Grade,0 - 1
USP-S | Black Lotus,The Operation Riptide Collection,Mil-Spec Grade,0 - 0.9
USP-S | Cortex,The Clutch Collection,Classified,0 - 1
USP-S | Cyrex,The Glove Collection,Restricted,0 - 0.55
USP-S | Guardian,The Phoenix Collection,Restricted,0 - 0.38
USP-S | Flashback,The Danger Zone Collection,Restricted,0 - 0.5
USP-S | Kill Confirmed,The Shadow Collection,Covert,0 - 1
USP-S | Monster Mashup,The Operation Broken Fang Collection,Classified,0 - 0.7
USP-S | Printstream,The Recoil Collection,Covert,0 - 0.85
USP-S | Torque,The Falchion Collection,Mil-Spec Grade,0 - 0.46
USP-S | Road Rash,The Overpass Collection,Restricted,0 - 1
USP-S | Orion,The Huntsman Collection,Classified,0 - 0.5
USP-S | Ticket to Hell,The Dreams & Nightmares Collection,Restricted,0 - 0.76
USP-S | Blueprint,The Operation Hydra Collection,Mil-Spec Grade,0 - 0.86
USP-S | Neo-Noir,The Spectrum Collection,Covert,0 - 0.7
USP-S | Lead Conduit,The Wildfire Collection,Mil-Spec Grade,0 - 1
USP-S | The Traitor,The Snakebite Collection,Covert,0 - 1
USP-S | Desert Tactical,The Anubis Collection,Industrial Grade,0 - 1
USP-S | Alpine Camo,The Sport & Field Collection,Mil-Spec Grade,0 - 0.68
USP-S | Bleeding Edge,The Radiant Collection,Restricted,0 - 0.6
USP-S | Royal Blue,The Cobblestone Collection,Industrial Grade,0.06 - 0.8
USP-S | Blood Tiger,The eSports 2014 Summer Collection,Mil-Spec Grade,0 - 0.3
USP-S | Overgrowth,The Bravo Collection,Restricted,0.06 - 0.8
USP-S | Night Ops,The Lake Collection,Mil-Spec Grade,0 - 0.6
USP-S | Para Green,The Chop Shop Collection,Industrial Grade,0 - 0.8
USP-S | Whiteout,The 2021 Train Collection,Classified,0.06 - 0.8
USP-S | Royal Guard,The Ascent Collection,Restricted,0 - 0.6
USP-S | Tropical Breeze,The Boreal Collection,Mil-Spec Grade,0 - 0.55
USP-S | Ancient Visions,The Ancient Collection,Restricted,0 - 0.45
USP-S | Pathfinder,The Norse Collection,Industrial Grade,0 - 0.35
USP-S | Forest Leaves,The Safehouse Collection,Industrial Grade,0.06 - 0.8
USP-S | Check Engine,The 2018 Inferno Collection,Mil-Spec Grade,0 - 0.6
USP-S | 27,The Gallery Collection,Mil-Spec Grade,0 - 1
USP-S | PC-GRN,The Fever Collection,Mil-Spec Grade,0 - 0.9
USP-S | Jawbreaker,The Kilowatt Collection,Classified,0 - 1
XM1014 | Ancient Lore,The Ancient Collection,Restricted,0 - 0.5
XM1014 | Charter,The Control Collection,Consumer Grade,0 - 0.65
XM1014 | Frost Borre,The Norse Collection,Mil-Spec Grade,0 - 0.5
XM1014 | Elegant Vines,The 2021 Mirage Collection,Restricted,0 - 0.37
XM1014 | Bone Machine,The Cache Collection,Mil-Spec Grade,0 - 0.6
XM1014 | Zombie Offensive,The Dreams & Nightmares Collection,Restricted,0 - 0.5
XM1014 | Blue Steel,The Lake Collection,Industrial Grade,0 - 1
XM1014 | Teclu Burner,The Revolver Case Collection,Restricted,0 - 0.65
XM1014 | XOXO,The Snakebite Collection,Classified,0 - 0.9
XM1014 | Scumbria,The Shadow Collection,Mil-Spec Grade,0 - 1
XM1014 | Quicksilver,The Chroma Collection,Mil-Spec Grade,0 - 0.5
XM1014 | Ziggy,The Spectrum 2 Collection,Restricted,0 - 0.72
XM1014 | Seasons,The Spectrum Collection,Restricted,0 - 0.5
XM1014 | Red Leather,The Baggage Collection,Mil-Spec Grade,0 - 0.56
XM1014 | Monster Melt,The Overpass 2024 Collection,Restricted,0 - 0.75
XM1014 | Entombed,The Fracture Collection,Classified,0 - 0.5
XM1014 | Tranquility,The Vanguard Collection,Classified,0 - 0.5
XM1014 | Heaven Guard,The Huntsman Collection,Restricted,0.03 - 0.5
XM1014 | Incinegator,The Prisma Collection,Classified,0.14 - 0.65
XM1014 | Oxide Blaze,The Clutch Collection,Mil-Spec Grade,0 - 0.7
XM1014 | Hieroglyph,The Anubis Collection,Consumer Grade,0 - 1
XM1014 | Black Tie,The Chroma 3 Collection,Restricted,0 - 0.75
XM1014 | Watchdog,The Operation Riptide Collection,Mil-Spec Grade,0 - 1
XM1014 | Copperflage,The Boreal Collection,Mil-Spec Grade,0 - 0.6
XM1014 | Halftone Shift,The Graphic Design Collection,Mil-Spec Grade,0 - 0.6
XM1014 | Canvas Cloud,The Radiant Collection,Consumer Grade,0 - 0.6
XM1014 | Blaze Orange,The Militia Collection,Mil-Spec Grade,0.06 - 0.8
XM1014 | Banana Leaf,The St. Marc Collection,Industrial Grade,0 - 0.6
XM1014 | Red Python,The eSports 2014 Summer Collection,Mil-Spec Grade,0.08 - 0.5
XM1014 | VariCamo Blue,The Overpass Collection,Mil-Spec Grade,0 - 0.5
XM1014 | CaliCamo,The Italy Collection,Industrial Grade,0 - 0.6
XM1014 | Slipstream,The Gamma 2 Collection,Mil-Spec Grade,0 - 0.5
XM1014 | Gum Wall Camo,The Ascent Collection,Industrial Grade,0 - 0.6
XM1014 | Grassland,The Militia Collection,Consumer Grade,0.06 - 0.8
XM1014 | Jungle,The Alpha Collection,Consumer Grade,0.06 - 0.8
XM1014 | Blue Spruce,The Lake Collection,Consumer Grade,0.06 - 0.8
XM1014 | Solitude,Limited Edition Item,Restricted,0 - 0.7
XM1014 | Fallout Warning,The Nuke Collection,Industrial Grade,0.06 - 0.8
XM1014 | Urban Perforated,The Vertigo Collection,Consumer Grade,0.06 - 0.8
XM1014 | Blue Tire,The 2021 Vertigo Collection,Consumer Grade,0 - 0.55
XM1014 | Run Run Run,The Train 2025 Collection,Mil-Spec Grade,0 - 0.746575
XM1014 | Irezumi,The Kilowatt Collection,Mil-Spec Grade,0 - 0.799353
XM1014 | Mockingbird,The Fever Collection,Mil-Spec Grade,0 - 1
★ Bayonet,Unknown,Covert,None - None
★ Classic Knife,Knife Case,Covert,None - None
★ Flip Knife,Knife Case,Covert,None - None
★ Gut Knife,Knife Case,Covert,None - None
★ Karambit,Unknown,Covert,None - None
★ M9 Bayonet,Unknown,Covert,None - None
★ Huntsman Knife,Knife Case,Covert,None - None
★ Falchion Knife,Knife Case,Covert,None - None
★ Bowie Knife,Knife Case,Covert,None - None
★ Butterfly Knife,Knife Case,Covert,None - None
★ Shadow Daggers,Unknown,Covert,None - None
★ Paracord Knife,Knife Case,Covert,None - None
★ Survival Knife,Knife Case,Covert,None - None
★ Ursus Knife,Knife Case,Covert,None - None
★ Navaja Knife,Knife Case,Covert,None - None
★ Nomad Knife,Knife Case,Covert,None - None
★ Stiletto Knife,Knife Case,Covert,None - None
★ Talon Knife,Knife Case,Covert,None - None
★ Skeleton Knife,Knife Case,Covert,None - None
★ Kukri Knife,Knife Case,Covert,None - None
